





PK;NOMBRE;SUBTIPO;DESCRIPCION;FECHA;AUTORES;PDF;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
412017;"Adelardo Ortiz de Pinedo";"Elemento conmemorativo, Lápida";"El cementerio de la Florida es el más antiguo de Madrid, construido en 1796 como camposanto de la Real Parroquia de San Antonio de Padua de la Florida estuvo destinado a los trabajadores de la Real Posesión de La Florida, pero adquirió una especial significación al haber servido como lugar de enterramiento para cuarenta y tres patriotas fusilados por los franceses contra las tapias de la montaña del Príncipe Pío la noche del 2 de mayo de 1808. A la izquierda de la portada de acceso al camposanto, hay un 'memento' cerámico que bautiza el pequeño sendero que se dirige al antiguo recinto como 'Paseo de Adelardo Ortiz de Pinedo', dedicado por la Real Congregación de la Buena Dicha y Víctimas del 2 de mayo de 1808 al abogado, escritor y representante del Círculo Instructivo Obrero, nacido en 1859, Adelardo Ortiz de Pinedo";"1917";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/412017.pdf?idMonumento=e1a8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e1a8091d1b9c4510091d1b9c45102e085a0aRCRD";"Francisco y Jacinto Alcántara";"C";"V";"1";"";"";"";"";"MADRID";"MADRID";"";"CASA DE CAMPO";"MONCLOA-ARAVACA";"438651";"4475572";"40.42664258568505";"-3.7245263810580758";"";"";"";""; 
408090;"Adhesión de España a la Comunidad Europea";"Elemento conmemorativo, Lápida";"Monolito erigido el 1 de enero de 1986 para conmemorar el acceso de España a la Comunidad Económica Europea, gracias al tratado internacional firmado en Madrid el 12 de junio de 1985 y siendo alcalde Enrique Tierno Galván. Formaba parte de un conjunto de piezas de diseño urbano, fuente, bancos, arbolado, que fueron objeto del premio de Diseño del propio Ayuntamiento en 1988.";"1986";"FEDUCHI CANOSA, Pedro - MORENO MANSILLA, Luis - SOTO, Álvaro";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408090.pdf?idMonumento=a4a8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a4a8091d1b9c4510091d1b9c45102e085a0aRCRD";"PROVINCIA";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28012";"SOL";"CENTRO";"440112";"4474026";"40.41471076984459";"-3.705871508121933";"";"";"";""; 
400197;"Agricultor, agricultura y progreso";"Escultura conceptual o abstracta";"Grupo escultórico de moderna estética, denominado genéricamente “Agricultor, Agricultura y Progreso”, que responde a un modelo de 1969 del escultor caravaqueño José Carrilero, seguramente generado inicialmente para ocupar, como en este lugar donde se instaló en 2005, situaciones de similar carga simbólica, y del que llegarían a realizarse reiteradas réplicas de tamaño natural esparcidas por toda España, aproximadamente hasta 30 copias patrocinadas  por la firma de tractores John Deere Ibérica, S.A., según figura en esta copia instalada en 2005 en los jardines de la Escuela Técnica Superior de Ingenieros Agrónomos, en la Ciudad  Universitaria de Madrid, ciudad que cuenta con dos réplicas más en el recinto de la Feria del Campo y en el paseo de la Castellana. El simbolismo implícito a su semiabstracta y expresiva figuración, es una doble alusión a la familia y a su mítica vinculación con el universo del agro, desde una gracilidad plástica provista de una materialidad casi incorpórea. José Carrilero, formado en la Escuela de Bellas Artes de San Fernando de Madrid y en la Academia Española de Bellas Artes de Roma, donde permaneció tres años pensionado por el Ministerio de Asuntos Exteriores de España, fue Premio Nacional de Escultura en 1960 y ha estado radicado en Madrid siendo profesor en la Escuela de Artes y Oficios y en la Facultad de Bellas Artes, si bien se encuentra muy ligado a su tierra natal y es académico de número de la Real Academia de Bellas Artes de Santa María de la Arrixaca de Murcia.";"1969";"CARRILERO GIL, José";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400197.pdf?idMonumento=0648091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0648091d1b9c4510091d1b9c45102e085a0aRCRD";"Complutense";"Avda";"V";"";"";"";"";"";"MADRID";"MADRID";"";"CIUDAD UNIVERSITARIA";"MONCLOA-ARAVACA";"438143";"4477069";"40.441972399150906";"-3.7293839046019457";"";"";"";""; 
409220;"Agricultor, agricultura y progreso";"Escultura conceptual o abstracta";"Este grupo escultórico, de moderna y conceptual factura, denominado “Agricultor, Agricultura y Progreso”, es una de las 30 copias de tamaño natural repartidas por toda España (al menos dos en Zaragoza y en Madrid, una en Valencia, etc.) de esta obra del artista caravaqueño José Carrilero. Al parecer, las respectivas copias fueron patrocinadas por la firma de tractores John Deere Ibérica, S.A., como figura en la réplica instalada en 2005 en los jardines de la Escuela Técnica Superior de Ingenieros Agrónomos, en la Ciudad Universitaria madrileña. Su casi abstracta, pero muy expresiva figuración plástica, alude a la vez a la familia y a su mítica vinculación con el campo, asumiendo el grupo escultórico, en su representación, el simbolismo del universo del “agro”. Su presencia en lo que fueran escenarios de la Feria del Campo nos remite a un vínculo legítimo con lo que aquélla significó e implica la moderna reutilización de los viejos pabellones obsoletos en aras de una activa revitalización de los Recintos Feriales, incorporando recientemente a los mismos este conjunto, que, quizás perdido su originario sentido, sigue manteniendo la gracilidad plástica de una materialidad casi incorpórea.Las otras dos réplicas madrileñas se localizan en el paseo de la Castellana [n0131] y en la Ciudad Universitaria [n0197].";"1969";"CARRILERO GIL, José";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409220.pdf?idMonumento=6e38091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=6e38091d1b9c4510091d1b9c45102e085a0aRCRD";"Principal de Provincias";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"CASA DE CAMPO";"MONCLOA-ARAVACA";"437392";"4474016";"40.41253155943198";"-3.7392138475239847";"";"";"";""; 
400131;"Agricultor, agricultura y progreso";"Escultura conceptual o abstracta";"Con ocasión de un congreso realizado en este palacio del paseo de la Castellana, poco después de su inauguración, la empresa de maquinaria agrícola participante John Deere Ibérica, S. A. donó este grupo en bronce modelado por el escultor murciano –de Caravaca de la Cruz- José Carrilero Gil, Premio Nacional de Escultura en 1960 y académico de número de la Real Academia de Bellas Artes de Santa María de la Arrixaca de Murcia, que se formó en la Escuela de Bellas Artes de San Fernando de Madrid y en la Academia Española en Roma, donde estuvo entre 1959 y 1962 becado por el Ministerio de Asuntos Exteriores. De esta pieza, compuesta por tres figuras entrelazadas como alegoría de las gentes que se dedican a la agricultura, existen cerca de 30 copias repartidas por toda España. En Madrid existen dos réplicas más: una en el Recinto Ferial de la Casa de Campo [9220] y otra en la Ciudad Universitaria [n0197].";"1969";"CARRILERO GIL, José";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400131.pdf?idMonumento=0348091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0348091d1b9c4510091d1b9c45102e085a0aRCRD";"CASTELLANA";"PASEO";"V";"101";"";"";"";"";"MADRID";"MADRID";"28046";"CUATRO CAMINOS";"TETUAN";"441398";"4478317";"40.45345836203419";"-3.6911119597011917";"";"";"";""; 
408542;"Agustín Argüelles";"Estatua";"La erección del monumento a Arg&amp;uuml;elles en el año 1902 es fruto de la decisión del Ayuntamiento de Madrid, presidido entonces por el Alcalde Alberto Aguilera, de dedicar dicha obra para solemnizar los actos de la coronación del rey Alfonso XIII. Fue colocada inicialmente en la calle Princesa, en el cruce de Alberto Aguilera con Marqués de Urquijo, y su construcción costó a las arcas municipales 39.918 pesetas. Desde ese momento dio nombre a uno de los barrios más céntricos de la ciudad de Madrid. Fue trasladada al final del Paseo del pintor Rosales, en el Parque del Oeste en el año 1967, para retornar años después a la calle de la Princesa, en su confluencia con la de Quintana. Este segundo cambio de ubicación se produjo en 1995, y no fue el último, puesto que, en la madrugada del día 7 de marzo de 2006 un conductor, a gran velocidad, perdió el control de su vehículo e impactó frontalmente contra el pedestal del monumento. La magnitud del golpe provocó gravísimos daños en el pedestal y en la estatua, quedando el primero inutilizado y la segunda rota en varios fragmentos. Este suceso determinó la retirada de la obra a los talleres de la empresa encargada de la conservación de los monumentos del Ayuntamiento de Madrid, para la evaluación de los daños y su posterior restauración. La Comisión para la Protección del Patrimonio Artístico y Natural, en reunión de 14 de septiembre de 2007, toma la decisión de reubicarla, una vez restaurada, en su por ahora último, emplazamiento: la Plaza del Marqués de Cerralbo, en el espolón de encuentro de la calle de Ferraz con el Paseo del Pintor Rosales, y dicha reubicación ha concluido en el primer trimestre del año 2011. En este proceso el monumento ha visto reemplazado su anterior pedestal, demasiado deteriorado por el accidente, por uno nuevo que ha resultado de la reutilización, y combinación de dos elementos preexistentes, una base circular sobre la que anteriormente se elevaba el monumento a Pío Baroja sito en el Retiro, y uno de los pilares de las farolas de la Puerta del Sol, desmontadas y reemplazadas durante la última remodelación de la misma.  Agustín Arg&amp;uuml;elles (Ribadesella, Asturias, 1776 €€Madrid 1844), impulsor de importantes reformas en la ciudad de Madrid, fue un singular político liberal, diputado por Asturias en las Cortes de Cádiz, donde, dadas su profunda formación y su destacada elocuencia (circunstancia que le deparó el sobrenombre de €€l Divino€€, se le confió la redacción del preámbulo y el articulado de la primera Constitución Española, la de 1812. A su iniciativa se debieron también leyes como la de libertad de imprenta, o la abolición del tormento como medio de prueba en los procesos criminales. Represaliado durante el reinado de Fernando VII, se exilió en Londres, de donde regresó durante la regencia de la reina María Cristina de Borbón, para retomar su actividad parlamentaria, volviendo a participar en la redacción de una nueva Constitución, la de 1837. Elegido presidente del Congreso, las Cortes le designan tutor de la reina Isabel II durante la minoría de edad de ésta y la regencia de Espartero, labor que Arg&amp;uuml;elles desempeña hasta 1843.  El autor del monumento, el destacado escultor José Alcoverro y Amorós (Tivenys, Tarragona, 1835 €€Madrid 1908), es miembro de una activa y fecunda generación de arquitectos catalanes del siglo XIX encabezada por los hermanos Vallmitjana, cuya obra no se circunscribe sin embargo a su tierra natal, sino que se asienta por toda la geografía española, con especial incidencia en Madrid, de donde reciben multitud de encargos. Alcoverro destacó en las Exposiciones Nacionales de Bellas Artes desde 1867, recibiendo la medalla de segunda clase en 1890, y la primera medalla en 1895. Participó con tres obras (San Isidoro de Sevilla, Alonso Berruguete, Alfonso X el Sabio) en la decoración de la Biblioteca Nacional.";"1902";"ALCOBERRO Y AMORÓS, José";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408542.pdf?idMonumento=ce08091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ce08091d1b9c4510091d1b9c45102e085a0aRCRD";"Marqués de Cerralbo";"Pza";"V";"";"";"";"";"";"MADRID";"MADRID";"";"ARGÜELLES";"MONCLOA-ARAVACA";"439207";"4475202";"40.425232154155225";"-3.7166601520445224";"";"";"";""; 
408353;"Agustín de Foxá";"Elemento conmemorativo, Lápida";"Es una lápida homenaje a Agustín de Foxá en la casa en que vivió y murió en 1959, frente al Parque del Retiro. Foxá fue escritor de novelas, poesía, guiones cinematográficos y artículos periodísticos, en cuya producción destaca su libro: 'Madrid de Corte a checa'. Militó en la Falange de la mano de sus amigos José Antonio Primo de Rivera, Rafael Sánchez Mazas y Eugenio Montes, por lo que se le atribuyen algunos de los versos del célebre y politizado himno 'Cara al Sol'. Fue diplomático, ostentaba los títulos nobiliarios de conde de Foxá y marqués de Armendáriz, recibió el premio Mariano de Cavia en 1948 y en 1959 fue elegido para ingresar en la Real Academia Española de la Lengua, lo que no logró por sobrevenirle la muerte. El acto de homenaje se realizó el 10 de marzo de 1964, a propuesta de la Sociedad General de Autores del 8 de noviembre de 1963.";"1964";"MONTEVERDE, Carlos";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408353.pdf?idMonumento=82b8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=82b8091d1b9c4510091d1b9c45102e085a0aRCRD";"Ibiza";"C";"V";"1";"";"";"";"";"MADRID";"MADRID";"";"IBIZA";"RETIRO";"442444";"4474432";"40.418525835938645";"-3.6784335956993255";"";"";"";""; 
408033;"Agustín Lara";"Estatua";"Estatua en homenaje al compositor mexicano Agustín Lara (1900&amp;ndash;1970), quien compuso el famoso chotis &amp;ldquo;Madrid, Madrid, Madrid&amp;rdquo; y las también conocidas canciones &amp;ldquo;Granada&amp;rdquo; y Toledo&amp;rdquo;. Visitó Madrid en 1954, donde fue homenajeado por el Ayuntamiento, que le hizo entrega de una batuta de plata.La idea de levantar un monumento a Agustín Lara partió de un periodista mexicano, en la feria de abril de Sevilla de 1974. Para llevarla a cabo se crearon dos comisiones una española presidida por Álvaro Domecq y otra mexicana presidida por Román Reyes.La estatua y las placas fueron realizadas por Humberto Peraza y fundidas en México en la fundición Maldonado, y el pedestal se realizó en Madrid, sufragado por el Ayuntamiento.En un principio la comisión organizadora propuso instalarla en la Gran Vía frente al Bar Chicote, pero el Ayuntamiento no aceptó la solicitud y propuso su instalación en el Parque de El Retiro, la Comisión desechó el lugar y presentó otra alternativa, en el barrio de Lavapiés, cerca de la conocida &amp;ldquo;corrala&amp;rdquo;, donde finalmente se instaló.La inauguración oficial se realizó el 13 de mayo de 1975, con presencia de los alcaldes de Madrid y Barcelona y personalidades españolas y mexicanas.Entre 1999 y 2005 la estatua estuvo retirada durante las obras de aparcamiento de la plaza.Humberto Peraza, escultor mexicano, fue catedrático de Historia del Arte y Escultura en la Universidad Nacional Autónoma de México y obtuvo numerosos galardones en exposiciones nacionales e internacionales.";"1975";"PERAZA OJEDA, Humberto";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408033.pdf?idMonumento=0408091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=0408091d1b9c4510091d1b9c45102e085a0aRCRD";"Sombrerete";"C";"V";"15";"";"";"";"";"MADRID";"MADRID";"";"EMBAJADORES";"CENTRO";"440294";"4473285";"40.40804163281316";"-3.7036670070208766";"";"";"";""; 
408978;"Agustín Rodríguez Sahagún";"Escultura conceptual o abstracta";"En homenaje a Agustín Rodríguez Sahagún, Ministro de Defensa con el gobierno de UCD y Alcalde de Madrid entre 1989 y 1991, año en el que falleció, se dedicó el parque construido sobre los terrenos de la Huerta del Obispo, en la cornisa Oeste del barrio de Tetuán, y a lo largo del recorrido del Canal de Isabel II.En 1995, cuatro años después del fallecimiento de este político, que además tenía una conocida afición por el arte contemporáneo, el Ayuntamiento de Madrid le dedicó una escultura en una de las laderas del parque, obra de Eduardo Chillida, uno de sus artistas más admirados.";"1995";"CHILLIDA JUANTEGUI, Eduardo";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408978.pdf?idMonumento=8a38091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8a38091d1b9c4510091d1b9c45102e085a0aRCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"";"VALDEACEDERAS";"";"439894";"4479672";"40.465549693369034";"-3.7089850142887473";"";"";"";""; 
408440;"AICO";"Elemento conmemorativo, Lápida";"Como recordatorio de las fructíferas relaciones comerciales con los paises iberoamericanos, la Asociación Iberoamericana de Cámaras de Comercio (AICO), solicitó al Ayuntamiento de Madrid permiso para colocar una escultura junto a la estatua de Colón, en el lugar conocido como plaza y jardines del Descubrimiento, que está dedicado precisamente a los vínculos históricos de España con América. Una vez concedida la autorización, la obra, modelada por los escultores levantinos Arcadio Blasco Pastor y Natividad Navalón Blesa y fundida en bronce en los talleres madrileños de Magisa por José Luis Sanz, fue instalada en su actual ubicación en octubre de 1981.";"1981";"BLASCO PASTOR, Arcadio - NAVALÓN BLESA, Natividad";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408440.pdf?idMonumento=4508b09812dc4510b09812dc45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4508b09812dc4510b09812dc45102e085a0aRCRD";"Colón";"Pza";"V";"";"";"";"";"";"MADRID";"MADRID";"";"RECOLETOS";"SALAMANCA";"441617";"4475335";"40.42473041132888";"-3.6895416226062427";"";"";"";""; 
400243;"Al Bombero";"Grupo Escultórico";"La instalación de este monumento, homenaje a la labor del bombero, tuvo lugar dentro de los actos celebrados con motivo del Centenario de la Sociedad Benéfica del Cuerpo de Bomberos del Ayuntamiento de Madrid; para su inauguración se celebró un sencillo acto al que acudieron el entonces alcalde de la capital, José María Álvarez del Manzano, acompañado por la tercera teniente de alcalde, María Tardón, el edil de Bomberos, Miguel Ángel Araújo, y el concejal de Latina, Antonio Moreno.";"2000";"";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400243.pdf?idMonumento=e138091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e138091d1b9c4510091d1b9c45102e085a0aRCRD";"Poblados";"Avda";"V";"";"";"";"";"";"MADRID";"MADRID";"";"ÁGUILAS";"LATINA";"435180";"4471312";"40.38801238931592";"-3.764995534022594";"";"";"";""; 
408382;"Al Libro";"Grupo Escultórico";"Este monumento “al libro y sus creadores” fue promovido por los libreros españoles para ser colocado en el Paseo de Recoletos –que todos los años acoge las tradicionales Ferias del Libro Antiguo y de Ocasión– ante la Biblioteca Nacional, encargándose la parte escultórica al artista lucense Manuel García Vázquez –que firma como Buciños por su localidad natal–, mientras que el pedestal corrió a cargo del arquitecto Joaquín Roldán Pascual; inaugurándose el Día del Libro de 1984. Con motivo de las obras de la actuación El Prado- Recoletos, se desmontó la escultura que ha sido repuesta en similar posición.";"1984";"GARCÍA VÁZQUEZ, Manuel - ROLDÁN PASCUAL, Joaquín";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408382.pdf?idMonumento=2828091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2828091d1b9c4510091d1b9c45102e085a0aRCRD";"Recoletos";"Pº";"V";"";"";"";"";"";"MADRID";"MADRID";"";"RECOLETOS";"SALAMANCA";"441391";"4474991";"40.42348808542784";"-3.6908963604084972";"";"";"";""; 
408575;"Al Maestro";"Grupo Escultórico";"Este monumento fue iniciativa del profesor José María Torroja, que en el coloquio de Geografía celebrado en Zaragoza en 1943 propuso crear una junta pro-homenaje a la figura del maestro, con el fin de levantar un monumento. Creada al efecto una Junta Nacional del Monumento al Maestro, fue elegido como su presidente el profesor de Geografía de la Escuela Vieja Normal, D. Pedro Chico y Rello, que fue maestro de toda una generación de docentes, y renovador de las metodologías de estudio de la Geografía.Como curiosidad, aceptado el patronazgo por el General Franco, permitió que su nieto Francisco Franco Martínez Bordiú figurase como representante de los niños españoles y posase como modelo para la figura infantil. Una vez terminado, se instaló en primer lugar al final del eje del paseo de Camoens, pero catorce años después fue desplazado a su situación actual para colocar allí el monumento a Miguel Hidalgo.En la villa cántabra de Santoña hay una copia en bronce de este monumento, por ser de allí Víctor de los Ríos, su escultor.";"1965";"RÍOS CAMPOS, Víctor de los";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408575.pdf?idMonumento=8a28091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8a28091d1b9c4510091d1b9c45102e085a0aRCRD";"";"";"V";"";"";"";"";"";"MADRID";"MADRID";"";"CASA DE CAMPO";"MONCLOA-ARAVACA";"438293";"4476016";"40.432497707456236";"-3.7275130656023463";"";"";"";""; 
408457;"Al Niño";"Grupo Escultórico";"Este pequeño monumento fue donado por el escultor abulense –de Navaescurial– Santiago de Santiago Hernández a Unicef, organismo de Naciones Unidas dedicado a la protección mundial de la infancia, que a su vez lo ofreció a la Villa de Madrid; siendo instalado en el centro de un pequeño estanque circular, como una fuente, en los jardines que rodean a la parroquia de San Fernando, junto a la calle Alberto Alcocer, que estaban recién construidos en 1979, fecha en que se coloca la pieza. El acto inaugural fue presidido por la Infanta Margarita de Borbón, en presencia del presidente de la Junta del Distrito de Chamartín y de una representación de Unicef. Años más tarde, se rellenó el estanque para convertirlo en una jardinera plantada con adelfas.Santiago de Santiago tiene numerosas obras repartidas por la ciudad de Madrid, como los bustos a Andrés Segovia y Álvaro Iglesias Sánchez en el propio distrito de Chamartín.";"1979";"SANTIAGO HERNÁNDEZ, Santiago de";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408457.pdf?idMonumento=a828091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a828091d1b9c4510091d1b9c45102e085a0aRCRD";"Alberto Alcocer";"C";"V";"";"";"";"";"";"MADRID";"MADRID";"";"NUEVA ESPAÑA";"";"441726";"4478974";"40.459392330159815";"-3.687312921259611";"";"";"";""; 
408390;"Al otro lado del muro";"Escultura conceptual o abstracta";"El Museo de Escultura al Aire Libre de la Castellana nace de una idea que se fraguó simultáneamente con la realización del puente que une las calles de Eduardo Dato y Juan Bravo, y fue proyectado por los propios ingenieros autores del viaducto, José Antonio Fernández Ordóñez y Julio Martínez Calzón, a los que se sumó el artista Eusebio Sempere, que también había intervenido en elementos del puente como las barandillas. Mientras que esta obra de ingeniería se construyó entre 1968 y 1970, el Museo se abrió en 1972 con una breve muestra de la escultura de las vanguardias históricas y una gran representación de la generación de los años cincuenta que en aquel momento se hallaba en plena madurez y contaba con reconocimiento mundial.La escultura 'Al otro lado del muro' del escultor barcelonés José María Subirachs Sitjar pertenece a la etapa más abstracta de un artista que nunca deja de jugar con elementos figurativos o simbólicos. A partir de unos comienzos muy ligados al 'noucentisme' y a una idealización clásica de la figura humana, el escultor vive la experiencia de las vanguardias europeas en París y en destinos en Bélgica y Alemania, donde se decanta hacia la abstracción y el tratamiento informalista de la materia. La serie de 'Penetraciones' a la que pertenece esta escultura se desarrolla en torno a los años sesenta, dando lugar a una posterior etapa de vuelta a la figuración y al empleo de materiales y formas contradictorias, y juegos ópticos de volumen. La obra que nos ocupa originalmente estaba realizada de hormigón y aluminio, pero el vandalismo impuso que unos años más tarde se sustituyesen las esferas realizadas con este material por otras de piedra. En Madrid pueden verse además otras obras de este autor en edificios públicos y privados como el Aeropuerto de Barajas, el Banco de Sabadell en la plaza de Colón, o la tienda de la firma Roca en la calle José Abascal.";"1972";"SUBIRACHS SITJAR, José María";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408390.pdf?idMonumento=e438091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e438091d1b9c4510091d1b9c45102e085a0aRCRD";"Castellana";"Pº";"V";"41";"";"";"";"";"MADRID";"MADRID";"";"LA CASTELLANA";"SALAMANCA";"441813";"4476262";"40.43308609425179";"-3.687304374990959";"";"";"";""; 
408572;"Al Pueblo del Dos de Mayo de 1808";"Grupo Escultórico";"La escultura era el envío de tercer año del escultor Aniceto Marinas como pensionado de número en Roma, y mereció Medalla de Primera Clase en la Exposición Nacional de Bellas Artes de 1892, siendo adquirida por el Estado para el Museo de Arte Moderno.Conmemora el heroísmo del pueblo de Madrid el 2 de mayo de 1808, mediante un grupo escultórico formado por el teniente Luis Daoiz, el chispero Juan Manuel Malasaña, su hija Manuela Malasaña y un niño anónimo. Con motivo del centenario del Dos de Mayo de 1808, a iniciativa del Centro de Hijos de Madrid, se pensó vaciar en bronce el yeso original para levantar un monumento conmemorativo, que fue financiado por suscripción popular con un coste de 43.703,78 pesetas, a las que se sumaron los gastos para la gran fiesta de inauguración. Como anécdota se sabe que no dio tiempo a fundir el grupo, y se tuvo que inaugurar el 4 de mayo de 1908 con una réplica en escayola patinada, que sorprendió a los madrileños al desteñirse con las primeras lluvias, aunque en noviembre del mismo año ya se colocó la escultura definitiva.En origen se levantó en la glorieta de San Bernardo, trasladándose después a la glorieta de Quevedo, y en 1967 a su actual ubicación, donde antaño se levantaba la estatua del Teniente General Manuel Cassola.";"1908";"MARINAS Y GARCÍA, Aniceto";"https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408572.pdf?idMonumento=2a28091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M";"https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2a28091d1b9c4510091d1b9c45102e085a0aRCRD";"España";"Pza";"V";"";"";"";"";"";"MADRID";"MADRID";"";"ARGÜELLES";"MONCLOA-ARAVACA";"439354";"4474970";"40.42315292503742";"-3.71490523849719";"";"";"";""; 
